flight_id;user_id
0000000002;ECunha
0000000002;ÁlvOliveira1022
0000000002;NAnjos
0000000002;PilaPacheco
0000000002;ErCastro
0000000002;AliAnjos-Reis
0000000002;PPereira
0000000002;KéviRamos
0000000002;IsmaCardoso1501
0000000002;JuliMatias
0000000002;AndrLourenço86
0000000002;DiogMoura
0000000002;JéssiMota576
0000000002;LaSilva
0000000002;MartTavares334
0000000002;EGuerreiro-Vaz165
0000000002;VeSoares
0000000002;VascLourenço
0000000002;MFigueiredo916
0000000002;CarlSá
0000000002;TomPereira
0000000002;BenBatista
0000000002;ValeCampos
0000000002;WillValente1420
0000000002;STavares
0000000002;BianBaptista
0000000002;STeixeira-Coelho1749
0000000002;FaFaria
0000000002;ÉHenriques173
0000000002;NNeves
0000000002;LMelo
0000000002;BeaMacedo1069
0000000002;YarBarros-Vaz
0000000002;IvGarcia
0000000002;JCardoso1920
0000000002;LúciAnjos
0000000002;YPinho
0000000002;MiOliveira
0000000003;ÁlTorres1204
0000000003;ArAssunção551
0000000003;PetrNeves
0000000003;LuísCorreia
0000000003;TatiNunes
0000000003;HenrMiranda
0000000003;NSousa-Jesus862
0000000003;IsmSantos1198
0000000003;NNunes1619
0000000003;Madalena-LiAraújo1992
0000000003;LuMorais889
0000000003;GonçAntunes
0000000003;LucAntunes
0000000003;AAlmeida
0000000003;FiGuerreiro25
0000000003;MáriTorres610
0000000003;IrinMachado1720
0000000003;JaiSousa753
0000000003;NicoRibeiro1425
0000000003;NoNascimento115
0000000003;JoaMoreira
0000000003;TomáFreitas
0000000003;JorFaria
0000000003;BárbarSimões1703
0000000003;TaDomingues
0000000003;TCampos
0000000003;GuilherSimões
0000000003;RicAraújo
0000000003;LeonoBorges2020
0000000003;MargarMachado
0000000003;DéFreitas
0000000003;BrunMaia
0000000003;WilliMoura
0000000003;MarLima1531
0000000003;EmíliBaptista486
0000000003;ErikTorres
0000000003;SarMendes1030
0000000003;ManFernandes
0000000003;ViValente
0000000003;JoaquCruz306
0000000003;MVieira296
0000000003;LuaGuerreiro-Araújo1287
0000000003;AGarcia
0000000003;LeandFigueiredo
0000000003;IsabAlmeida
0000000003;JMaia915
0000000003;ArSimões
0000000003;AMatos
0000000003;FranciGuerreiro435
0000000003;APacheco1695
0000000003;AlLeite1743
0000000003;IsabeMacedo
0000000003;YasmRodrigues418
0000000003;EduaRodrigues
0000000003;BriEsteves
0000000003;ValentiEsteves1885
0000000003;RafaBaptista873
0000000003;MafalTeixeira172
0000000003;MaCoelho
0000000003;CristianBatista-Nogueira626
0000000003;JoMatos
0000000003;LúcAlmeida-Nogueira
0000000003;EPereira1852
0000000003;PauCarneiro
0000000003;DanielaDomingues413
0000000003;LetícGaspar107
0000000003;JoaquBarbosa
0000000003;KTavares
0000000003;DéboMelo1781
0000000003;JoaCorreia1735
0000000003;VíMoura
0000000003;DavSilva273
0000000003;LucAndrade946
0000000003;HuFernandes
0000000003;BriAnjos
0000000003;VictórLeite
0000000003;LeonoMaia-Baptista
0000000003;JCastro476
0000000004;KyaAndrade-Monteiro
0000000004;NePinto
0000000004;WilliaAnjos1086
0000000004;FrNeves
0000000004;GiCoelho1404
0000000004;EmmLeite
0000000004;ÂngelMatias
0000000004;MatPinho
0000000004;DanieMoreira
0000000004;ToAzevedo
0000000004;IrinFernandes1810
0000000004;GNeto631
0000000004;SMatos132
0000000004;LiMonteiro
0000000004;IvAlves1764
0000000004;KelVieira52
0000000004;NelFerreira466
0000000004;EduAbreu-Tavares901
0000000004;SaMarques911
0000000004;CarmiMatias653
0000000004;MaLeite
0000000004;JuliVicente
0000000004;MigBaptista826
0000000004;CésCunha
0000000004;CaMartins
0000000004;MaLeal464
0000000004;MarNunes
0000000004;NelsRodrigues753
0000000004;AmélTavares-Antunes1492
0000000004;ToMartins789
0000000004;EmmMatias1439
0000000004;SanMonteiro1813
0000000004;BryCampos
0000000004;NCorreia875
0000000004;YasmOliveira676
0000000004;NáFreitas
0000000004;BiVieira
0000000004;JésAntunes
0000000004;MélCorreia
0000000004;PetSantos208
0000000004;MAndrade-Rocha
0000000004;SaNeto
0000000004;WilsSilva
0000000004;SanMendes100
0000000004;BruGomes465
0000000004;MaPaiva-Assunção
0000000004;YarFonseca-Macedo
0000000004;EricLima-Matos1357
0000000004;MaVieira1903
0000000004;NáMatos1057
0000000004;GAnjos-Vieira1485
0000000004;IgAlmeida
0000000004;EmLopes185
0000000004;NuMatos965
0000000004;IsmSantos1198
0000000004;RenatRamos
0000000004;XavieAlves1580
0000000004;BianJesus701
0000000004;TomáMaia516
0000000004;MatilBorges
0000000004;FBaptista825
0000000004;LBatista1811
0000000004;JVaz-Carneiro867
0000000004;GabPereira
0000000004;PCosta-Sousa
0000000004;JorFaria
0000000004;LucGaspar
0000000004;SPinho687
0000000004;BBarbosa1523
0000000004;SimMoura1723
0000000004;VNogueira1480
0000000004;RMorais
0000000004;BFerreira263
0000000004;NaCoelho1
0000000004;VicentMiranda
0000000004;MCarvalho1827
0000000004;ENeto1004
0000000004;LuanMarques
0000000004;FredLoureiro1485
0000000004;CéAmorim
0000000004;CatGuerreiro
0000000004;WGonçalves
0000000004;GabAlmeida1442
0000000004;BruCoelho1369
0000000004;HeGomes-Tavares103
0000000004;InêNeves
0000000004;DVieira
0000000004;JorgRocha
0000000004;GonçaLourenço538
0000000005;RuVaz748
0000000005;AntónHenriques291
0000000005;EriAbreu
0000000005;FranAraújo1620
0000000005;AlicCosta1723
0000000005;FFernandes
0000000005;IAbreu-Neves1652
0000000005;CaroBranco1840
0000000005;MaMartins930
0000000005;PetrNeto1117
0000000005;LoureTeixeira-Garcia
0000000005;JoanLeite
0000000005;LuciCoelho
0000000005;CristiLopes571
0000000005;FGarcia1053
0000000005;JúlBarbosa1649
0000000005;SamAlves-Vaz771
0000000005;LeonJesus895
0000000005;AlicTavares
0000000005;AndrAntunes-Matias1077
0000000005;CarolinHenriques
0000000005;JosNogueira26
0000000005;RiAlmeida552
0000000005;DieFreitas
0000000005;RafAlves904
0000000005;CCampos-Santos1367
0000000005;ÂngelPinho330
0000000005;SofiCastro1012
0000000005;LúFigueiredo
0000000005;MMelo613
0000000005;ÂngelCoelho941
0000000005;LuaCosta1111
0000000005;DaniMoreira
0000000005;DaviCorreia
0000000005;IsAlmeida
0000000005;FrancCruz
0000000005;AndrJesus248
0000000005;VítoMartins283
0000000005;ManueBarbosa-Borges889
0000000005;InêAmorim
0000000005;DuartCarvalho
0000000005;ÂnGuerreiro1670
0000000005;MarcBrito103
0000000005;SoraiAmaral
0000000005;IBarbosa959
0000000005;BianAmorim
0000000005;MirPinho
0000000005;GabriLoureiro
0000000005;EMonteiro
0000000005;AndreAlmeida1108
0000000005;JoeSantos698
0000000005;LuíEsteves708
0000000005;MárBarros202
0000000005;NádiMatias
0000000005;MCastro31
0000000005;ELima150
0000000005;MartiGarcia660
0000000005;DieAssunção
0000000005;BMartins78
0000000005;BTavares978
0000000005;IsabelCunha939
0000000005;CaFonseca
0000000005;YaCarneiro162
0000000005;ITavares1727
0000000005;LuciAlmeida1192
0000000005;SamuNunes
0000000005;BruMarques1064
0000000005;PilaPaiva308
0000000005;VerPaiva-Lourenço
0000000005;MatiaFaria1943
0000000005;WillCoelho1191
0000000005;ReAlves-Carvalho715
0000000005;JMiranda1025
0000000005;JNunes552
0000000005;ErLourenço542
0000000005;PatrCarvalho
0000000005;EvAlmeida
0000000005;JuliaBatista
0000000005;RAlves
0000000005;CaTavares-Paiva732
0000000005;GiMorais2
0000000006;FernanNunes
0000000006;VCampos364
0000000006;JúBarbosa1324
0000000006;KyLoureiro1957
0000000006;MafaldVaz
0000000006;FBrito974
0000000006;NMaia-Vicente193
0000000006;TiaMorais1189
0000000006;BAlmeida
0000000006;LiBaptista1974
0000000006;SalvaPereira1230
0000000006;FredeSantos-Macedo1115
0000000006;MaPaiva-Assunção
0000000006;JoaMatos-Macedo1211
0000000006;ToAlmeida1582
0000000006;DeniNeto-Mendes
0000000006;MatHenriques340
0000000006;YasmOliveira676
0000000006;AlícSá-Mendes
0000000006;JAzevedo-Marques193
0000000006;PAndrade-Lopes
0000000006;FrederiRodrigues460
0000000006;ErikNeves
0000000006;EmmFerreira
0000000006;NádBrito
0000000006;CarGaspar
0000000006;EmMoreira
;CBranco
0000000006;JoaSoares994
0000000006;ASá
0000000006;MélanieFernandes1344
0000000006;LunHenriques1674
0000000006;CaBaptista142
0000000006;MaLopes
0000000006;YarFonseca-Macedo
0000000006;ErikPaiva-Ferreira238
0000000006;EdGaspar
0000000006;DaviCorreia
0000000006;ÍHenriques1827
0000000006;BOliveira1431
0000000006;MáriSilva
0000000006;XaCampos1935
0000000006;BeaJesus1367
0000000006;RicarGaspar
0000000006;VioletRocha
0000000006;AnNascimento1673
0000000006;LeaVicente1056
0000000006;EmanuNascimento1341
0000000006;LDomingues
0000000006;CaMacedo1699
0000000006;RúbeBranco
0000000006;Ema-Leal1801
0000000006;IsaMoreira775
0000000006;VicNeto
0000000006;WilsTorres319
0000000006;SEsteves1717
0000000006;ManueMaia
0000000006;GCastro623
0000000006;JoãLeite2
0000000006;FlBrito
0000000006;RicarMiranda234
0000000006;JéssiRodrigues
0000000006;Madalena-LariAlves
0000000006;PetSantos208
0000000006;EduardAndrade-Leal
0000000006;CaGonçalves1003
0000000006;KNunes
0000000006;INascimento861
0000000006;MicaBaptista
0000000006;BryaMarques
0000000006;JoaAmaral
0000000006;RiFigueiredo782
0000000006;AnAntunes930
0000000006;JésNogueira
0000000006;Carminho-FlReis153
0000000006;GiFonseca418
0000000007;KéCarvalho1034
0000000007;BSá842
0000000007;DioLoureiro
0000000007;SaloLoureiro1105
0000000007;DeFreitas
0000000007;NádiAbreu
0000000007;BenAndrade1960
0000000007;MiCampos1062
0000000007;Eduarda-YCarvalho
0000000007;SalTavares159
0000000007;VeGonçalves408
0000000007;YarLourenço
0000000007;Luna-AlexandrAraújo
0000000007;Flor-LoDomingues1191
0000000007;VMartins215
0000000007;JaimFonseca2017
0000000007;MelGuerreiro1965
0000000007;IgoReis967
0000000007;Ema-NúrLourenço
0000000007;EHenriques-Assunção
0000000007;ViFernandes
0000000007;WilliaAlmeida690
0000000007;CláudMelo
0000000007;DanieLoureiro
0000000007;ÂngeNeto1863
0000000007;Mariana-AlicMacedo
0000000007;IsSoares-Valente1329
0000000007;RitVieira
0000000007;ADomingues-Neto1335
0000000007;NoTorres-Lima73
0000000007;MéMarques1202
0000000007;NaCorreia-Costa
0000000007;WRocha
0000000007;SandTavares-Abreu793
0000000007;LoMoura86
0000000007;SGaspar-Campos
0000000007;EMachado1094
0000000007;FábiAlmeida
0000000007;KévMelo1127
0000000007;MHenriques335
0000000007;AAmaral
0000000007;SiFreitas2020
0000000007;CaCosta
0000000007;SCarneiro1638
0000000007;InSilva108
0000000007;EmíliPires
0000000007;Flor-Torres
0000000007;IsaCarneiro-Pereira724
0000000007;GonçalCampos
0000000007;RodrigNascimento
0000000007;ErikAzevedo
0000000007;ErikCastro-Cunha
0000000007;PedrRodrigues773
0000000007;GabLima1338
0000000007;JNeto670
0000000007;AnPacheco823
0000000007;NMartins
0000000007;Daniela-BiancTavares
0000000007;VAmaral1936
0000000007;LisandrCarneiro
0000000007;Ângela-JúliRamos210
0000000007;NicLeal248
0000000007;EmaMendes278
0000000007;DiniGomes-Henriques
0000000007;FranJesus
0000000007;JorgMorais
0000000007;ClMartins
0000000007;CarGaspar
0000000007;MélaniAndrade
0000000007;IsMendes
0000000007;BárbarNascimento1654
0000000007;VaCoelho1853
0000000007;KévGonçalves553
0000000007;WilliaRodrigues939
0000000007;LúciRocha483
0000000007;AdrianMoura
0000000007;FabAraújo
0000000007;ErCarneiro-Maia1619
0000000007;Rafaela-LPereira
0000000007;IsabeMacedo
0000000007;NLoureiro1678
0000000007;MPinheiro
0000000007;PatríMendes
0000000007;RenaMorais
0000000008;MiMonteiro1819
0000000008;BMiranda
0000000008;MáriTorres610
0000000008;PauSilva1193
0000000008;MiguSantos
0000000008;MartValente1867
0000000008;TomáMelo398
0000000008;EnzCampos
0000000008;CarmiOliveira
0000000008;MatCampos-Pacheco1070
0000000008;AValente1155
0000000008;SimMelo1108
0000000008;ÂngeAlves751
0000000008;BiancNogueira1531
0000000008;Ana-BGonçalves1116
0000000008;LuanTorres770
0000000008;EmanueMarques
0000000008;LisandrCampos
0000000008;NEsteves760
0000000008;MLourenço810
0000000008;RafaeHenriques
0000000008;YDomingues
0000000008;Sofia-JésRodrigues1257
0000000008;EduardMartins
0000000008;SaRodrigues-Freitas
0000000008;RMaia652
0000000008;LuCunha176
0000000008;DinMatias845
0000000008;SimãFonseca1012
0000000008;LRamos61
0000000008;SaFonseca1041
0000000008;ÂngelGonçalves1058
0000000008;MaFaria1150
0000000008;FilMoura1220
0000000008;JoaquiSá1977
0000000008;JéssMoura1725
0000000008;DanieVaz
0000000008;MeliPacheco
0000000008;SaCarvalho
0000000008;RafaTavares
0000000008;DPinto1237
0000000008;RiMelo1971
0000000008;FredericBaptista1828
0000000008;ViolePinheiro1847
0000000008;EmmMatias1439
0000000008;LFigueiredo-Magalhães1895
0000000008;LauBaptista1420
0000000008;LoBorges
0000000008;LeonJesus895
0000000008;KellAssunção
0000000008;GiFernandes
0000000008;BAmorim
0000000008;TaJesus
0000000008;VictóAssunção1696
0000000008;MigMendes
0000000008;PilaMacedo275
0000000008;LarissJesus
0000000008;JorLeal
0000000008;BenjamiNeto
0000000008;LuTeixeira571
0000000008;AndCampos1471
0000000008;FilipSimões1169
0000000008;Sofia-CaBarros1520
0000000008;MeMorais
0000000009;JaiNeto
0000000009;RafaeMartins
0000000009;MárAssunção
0000000009;IRibeiro
0000000009;GGonçalves
0000000009;ÉriNogueira488
0000000009;VascMagalhães
0000000009;ÍrBrito238
0000000009;PilaFigueiredo1169
0000000009;JaiSilva453
0000000009;LúMonteiro
0000000009;VLeite1142
0000000009;DavSousa450
0000000009;VioleVieira1961
0000000009;JésGomes
0000000009;SofiAmaral-Teixeira
0000000009;CarlCoelho1723
0000000009;FrancBorges
0000000009;LeandrFonseca1686
0000000009;VeCastro
0000000009;FabMoura1163
0000000009;MadalenCorreia310
0000000009;GaBarbosa
0000000009;SofBatista
0000000009;ÂSá290
0000000009;HeFonseca1140
0000000009;LFerreira
0000000009;ABranco
0000000009;AmFerreira
0000000009;MCruz159
0000000009;LuCorreia758
0000000009;LaLoureiro1193
0000000009;PeNeves993
0000000009;TereMartins
0000000009;DanieVaz
0000000009;DébMarques
0000000009;JoaPinheiro
0000000009;WillMartins1022
0000000009;RúNogueira
0000000009;LuFreitas1403
0000000009;TomáAraújo-Esteves1210
0000000009;EdgaValente
0000000009;EmíPereira
0000000009;MatilPires1213
0000000009;JoCoelho-Miranda
0000000009;DaAndrade
0000000009;MélaniValente1869
0000000009;EmAzevedo-Nogueira
0000000009;VitóriBorges531
0000000009;RodReis
0000000009;LAmaral1334
0000000009;EmRamos1732
0000000009;XavNogueira
0000000009;CamilMiranda-Matos
0000000009;RafaCruz
0000000009;MarPaiva1608
0000000009;HeMonteiro
0000000009;PetSantos208
0000000009;CarolinMendes16
0000000010;LetíciAntunes89
0000000010;LiTorres1116
0000000010;JoanNascimento647
0000000010;EduarPaiva1137
0000000010;RuCastro
0000000010;ClarBorges1611
0000000010;IsmaPaiva
0000000010;MaMoura
0000000010;CaPereira
0000000010;JorgRocha
0000000010;DiegBranco152
0000000010;JéssicCorreia257
0000000010;NCastro
0000000010;LisandrAbreu
0000000010;MaPinho-Ramos112
0000000010;KeMatos1730
0000000010;CarminMartins958
0000000010;FAraújo-Henriques
0000000010;AniRibeiro185
0000000010;DNogueira552
0000000010;SCarneiro1638
0000000010;DenLeite
0000000010;KéCunha-Mota
0000000010;KevLopes
0000000010;SérMoreira
0000000010;ErPinho
0000000010;SandGarcia1903
0000000010;ViJesus
0000000010;JuliBatista1204
0000000010;BriTeixeira
0000000010;RúbeAzevedo
0000000010;AlicAmorim1532
0000000010;DFerreira
0000000010;EduardMatos788
0000000010;MicaMiranda963
0000000010;MargarBatista399
0000000010;JSilva
0000000010;ICosta-Andrade681
0000000010;LaMagalhães1849
0000000010;ÉrAraújo702
0000000010;Íris-IrMaia1761
0000000010;EduaRodrigues
0000000010;Bianca-MargariAntunes
0000000010;YBatista
0000000010;CMartins
0000000010;FilipGonçalves
0000000010;CláuAndrade1385
0000000010;FrPacheco1426
0000000010;BenjJesus
0000000010;AMacedo
0000000010;MMorais
0000000010;JorgBarros109
0000000010;SSá
0000000010;ACarneiro
0000000010;RúSantos
0000000010;JorgAntunes1903
0000000010;PeVaz
0000000010;PatríRodrigues
0000000010;BerSoares1833
0000000010;XCarvalho
0000000010;MarAbreu
0000000010;CriTorres
0000000010;AdrSantos
0000000010;MarPaiva
0000000010;EduNunes
0000000010;GabriJesus
0000000010;FilipFreitas
0000000010;NúriMelo1010
0000000010;FraLima682
0000000010;VitMiranda
0000000010;GaspaBrito-Garcia2002
0000000010;SérgiRamos
0000000011;AnCarvalho
0000000011;BernMota
0000000011;GMatias1835
0000000011;RaFonseca
0000000011;ArMonteiro304
0000000011;PilaLima
0000000011;DaniMiranda408
0000000011;SoraMelo667
0000000011;MaBranco-Leal664
0000000011;VNeves1684
0000000011;SandrRocha882
0000000011;IsabelMagalhães
0000000011;GGaspar1781
0000000011;CésNeves
0000000011;BenedCampos210
0000000011;BiGomes504
0000000011;JorgCorreia
0000000011;Beatriz-MTorres491
0000000011;AliPinto
0000000011;CaetanMarques
0000000011;HCastro
0000000011;EDomingues1564
0000000011;AnNascimento1673
0000000011;JGaspar
0000000011;PaVaz
0000000011;Nádia-JDomingues829
0000000011;GonçalCampos
0000000011;FlFernandes
0000000011;CMartins1268
0000000011;PetrVicente609
0000000011;NáMelo
0000000011;GabriJesus
0000000011;IRibeiro-Teixeira973
0000000011;IgRocha
0000000011;LiMoreira
0000000011;VitórRodrigues
0000000011;DMonteiro908
0000000011;JoCarvalho-Gaspar
0000000011;ECardoso
0000000011;PetMacedo
0000000011;LuLoureiro
0000000011;BPacheco1132
0000000011;ConstRibeiro
0000000011;AndrVieira
0000000011;FranciGuerreiro435
0000000011;INeves1630
0000000011;AnOliveira
0000000011;MateuMarques282
0000000011;JoAmorim127
0000000011;AliMiranda406
0000000011;BrLeite
0000000011;MSimões
0000000011;MeliAbreu1692
0000000011;AdriaCosta1019
0000000011;FrePereira
0000000011;PaulLoureiro1165
0000000011;CláuOliveira1804
0000000011;GabriLoureiro
0000000011;LucaBaptista1008
0000000011;LeSoares
0000000011;LuRibeiro-Sá
0000000011;VaNascimento
0000000011;LuciaPaiva657
0000000011;JOliveira1146
0000000011;ValCardoso1026
0000000011;FiliAnjos791
0000000011;CaCardoso1777
0000000011;SiFreitas2020
0000000011;GonçMaia337
0000000011;SebaMachado133
0000000011;CláudiGuerreiro
0000000011;KellMaia1819
0000000011;MiNogueira
0000000011;AlLeite438
0000000011;CaMagalhães1110
0000000011;WilliaTorres
0000000011;VLima
0000000011;MauLoureiro1676
0000000011;ToFernandes
0000000011;BenediJesus
0000000011;MadaleAmaral29
0000000011;DanieAmorim
0000000011;JoãMoreira
0000000011;WilMonteiro-Matos
0000000011;YaOliveira
0000000011;BruMoura
0000000011;VaPires
0000000011;GaRibeiro828
0000000011;MiCampos1062
0000000011;DavLeite-Nascimento
0000000011;BeatrNogueira1703
0000000011;MariaLeal779
0000000011;ECunha
0000000011;LuanaMagalhães694
0000000011;SimMoura1723
0000000011;EriHenriques239
0000000011;DavSilva273
0000000011;EvFreitas1727
0000000011;MadaleRamos185
0000000011;NelPinto
0000000011;FredFreitas999
0000000012;GonçMatos
0000000012;JoaquiPaiva1547
0000000012;ESousa623
0000000012;MReis
0000000012;ErPinto235
0000000012;LeCunha
0000000012;EvRamos1180
0000000012;VítoRocha1934
0000000012;DeMota
0000000012;MPinho-Mendes222
0000000012;WilMarques
0000000012;Isabel-FAlves96
0000000012;AdriJesus
0000000012;VictSá
0000000012;IFaria
0000000012;MarcoMatias882
0000000012;RLopes1987
0000000012;FranciscAraújo900
0000000012;EmBarbosa
0000000012;JFaria794
0000000012;Maria-AdAmaral
0000000012;LuíSousa481
0000000012;DeLoureiro949
0000000012;IsBatista1920
0000000012;CéPacheco2
0000000012;NoaMonteiro
0000000012;EAntunes1032
0000000012;JoAraújo
0000000012;IsJesus691
0000000012;NúrMarques
0000000012;FMorais-Garcia1842
0000000012;TMoura1413
0000000012;AniMiranda365
0000000012;INeves
0000000012;KCarvalho145
0000000012;AntóniDomingues
0000000012;YarNunes1013
0000000012;JoaGuerreiro738
0000000012;LuMartins
0000000012;JEsteves
0000000012;RafaelCosta728
0000000012;LoLourenço
0000000012;JMartins
0000000012;PilGomes1448
0000000012;GabriCastro
0000000012;GaspGaspar
0000000012;ACarneiro764
0000000012;VicentBorges
0000000012;GustavPinto-Lopes
0000000012;IvGonçalves1362
0000000012;AriReis10
0000000012;RúSantos
0000000012;SandrRodrigues826
0000000012;HenriSimões1575
0000000012;TatiMartins1502
0000000012;ESilva
0000000012;RodrigCosta
0000000012;EmPires1447
0000000012;MauFreitas-Monteiro636
0000000012;ENascimento140
0000000012;ÉrFigueiredo540
0000000012;CrisMonteiro1586
0000000012;VicentRibeiro-Moreira
0000000012;TMoreira198
0000000012;GonPires-Lopes1400
0000000012;InêBarbosa
0000000012;RAzevedo1831
0000000012;ValentCardoso-Reis
0000000012;ETorres
0000000013;AlexandBranco1128
0000000013;RodCardoso1846
0000000013;NNascimento67
0000000013;LNogueira1828
0000000013;GonçRocha1296
0000000013;PAndrade-Lopes
0000000013;MarAndrade-Esteves
0000000013;LuEsteves
0000000013;NoAndrade
0000000013;ICruz
0000000013;PetCastro1567
0000000013;CaGonçalves1003
0000000013;ToNeto1589
0000000013;DMonteiro
0000000013;NBarros
0000000013;RicLeal1348
0000000013;BáGomes
0000000013;CaMaia584
0000000013;RenatBranco1658
0000000013;ITavares1727
0000000013;AlexAlves
0000000013;TomáValente1127
0000000013;SérgGonçalves
0000000013;TAmaral-Nunes
0000000013;MeliVieira235
0000000013;FernandPinho
0000000013;ReNunes
0000000013;AntónSousa-Ribeiro
0000000013;WillTavares
0000000013;MargarLima1945
0000000013;DuGonçalves1759
0000000013;CaFigueiredo461
0000000013;Sofia-JésRodrigues1257
0000000013;IvPinheiro
0000000013;MáAzevedo-Pacheco
0000000013;JéssicBarros1522
0000000013;MatilBorges
0000000013;CGonçalves
0000000013;PeFerreira
0000000013;LiTorres1116
0000000013;JosRocha
0000000013;MiMaia348
0000000013;BárBarros1218
0000000013;JúliAssunção-Pinto437
0000000013;DiaRodrigues1608
0000000013;JCoelho1527
0000000013;MGomes1667
0000000013;SaPinto-Torres1831
0000000013;MarSá
0000000013;JoãPacheco
0000000013;SalGarcia821
0000000013;CláAndrade1813
0000000013;MafalLourenço-Matias
0000000013;NFreitas-Sousa
0000000013;BriMachado
0000000013;ConstFernandes1770
0000000013;EmanMatos1187
0000000013;SéSimões55
0000000013;LBatista1585
0000000013;AniFigueiredo384
0000000013;LAraújo372
0000000013;BárLoureiro
0000000013;VNogueira1670
0000000013;BMacedo1633
0000000013;JéVicente
0000000013;JéssicCorreia257
0000000013;YaAnjos
0000000013;JoaquiMartins
0000000013;MeSimões
0000000013;SérgiPereira116
0000000013;GabrieVicente
0000000013;FLopes
0000000013;LMarques-Barbosa512
0000000013;CláudRamos
0000000013;MariMoura969
0000000013;MatiBrito
0000000013;ArCruz149
0000000013;BVieira
0000000013;SAlves
0000000013;LuRocha
0000000013;MarcPaiva-Coelho1795
0000000013;NáPaiva1724
0000000013;EVicente
0000000013;NoAmaral
0000000013;LucNogueira467
0000000013;JuMonteiro1793
0000000013;PeAndrade-Magalhães
0000000013;MelissaCampos
0000000013;MVieira883
0000000013;Luna-SoraCampos1451
0000000013;AfonsFaria
